epoch,lr,train_total,train_cp,train_wss,train_cd,train_cl,val_total,val_cp,val_wss,val_cd,val_cl,time_s
14,0.0008188932828794706,1.222582355638345,0.09264193602970668,0.12773646378800982,1.0022039551439645,0,1.2160937650336159,0.09247454421387778,0.12791898598273596,0.9957002343858928,0,1038.2736036777496
15,0.0007940987335200905,1.2258470907097772,0.09223751677643685,0.1273419065134866,1.006267670887272,0,1.2161969118648106,0.09243388838238187,0.12785909192429648,0.9959039353762313,0,1038.2672367095947
16,0.0007681454840920089,1.232600540135588,0.09215969755536034,0.1273179102511633,1.0131229302485851,0,1.2116492705212698,0.09226083987289005,0.12786763972706264,0.9915207933099434,0,1037.9880645275116
17,0.0007411359602138069,1.223485588885489,0.092120484936805,0.1273163426490057,1.0040487596769145,0,1.2086964951621162,0.09221621735228433,0.1278723763095008,0.9886078930424346,0,1038.4654686450958
18,0.0007131767561367538,1.2305413921674093,0.09227345032351357,0.12730531649930135,1.0109626194183197,0,1.2095142271783617,0.09222350054317051,0.12784355762932037,0.9894471633912568,0,1038.3303689956665
19,0.0006843782140659968,1.2237571064205397,0.09207971763043177,0.127291708865336,1.004385682798873,0,1.217222308450275,0.09214804503652785,0.12780198289288414,0.997272276164343,0,1038.1449580192566
20,0.0006548539886902864,1.2316191205666178,0.09205662661365101,0.12725444020969526,1.0123080556850104,0,1.204896601703432,0.09209820412927204,0.1277903629673852,0.9850080314596804,0,1038.1430230140686
21,0.0006247205986388449,1.2246695839223407,0.09197620841718855,0.12723460889288357,1.0054587652891964,0,1.2150806579324933,0.09205217825041877,0.12774851106935078,0.9952799735758971,0,1038.273201227188
22,0.0005940969666355697,1.2237979292869567,0.09192883542605809,0.12720410050380798,1.0046649935870262,0,1.1960632241434521,0.09197959585322274,0.12771875311930975,0.9763648642246456,0,1038.2900829315186
23,0.0005631039501653701,1.220268196293286,0.09184136025252797,0.1271706423943951,1.0012561929843156,0,1.201669423447715,0.09183959712584813,0.12769390924109353,0.9821359243703126,0,1038.1356437206268
24,0.0005318638645048922,1.218059325785864,0.09181735345295497,0.12714644546310108,0.9990955285851323,0,1.2012452291117774,0.0917601015832689,0.12763037780920664,0.9818547541935307,0,1038.301177740097
25,0.0005005000000000001,1.2180186689609573,0.09163792016250746,0.12706942838572322,0.9993113227496548,0,1.1832435720496708,0.09180332703722847,0.1277113440963957,0.9637288974585115,0,1038.3360311985016
26,0.00046913613549510807,1.2423912014280047,0.09204155380527178,0.12709920910142716,1.0232504392086759,0,1.1762481679519017,0.09210240211751726,0.12762885789076486,0.9565169157615553,0,1038.1588516235352
27,0.00043789604983463014,1.173247669708161,0.09162620394712402,0.12704271929604666,0.9545787462916494,0,1.180580523610115,0.09246847463978661,0.12754419826798968,0.9605678526801057,0,1038.270704984665
28,0.00040690303336443065,1.1729563244041943,0.09159583868015381,0.12701285701422466,0.954347631038289,0,1.1015410290824041,0.09171963565879399,0.12750396794743007,0.8823174203901242,0,1038.3127851486206
29,0.00037627940136115507,1.076074878019946,0.0915855052570502,0.12705177317063013,0.8574376001280533,0,1.1161744329664443,0.09155227144559225,0.12751828763220047,0.8971038712721616,0,1038.316950559616
30,0.000346146011309714,1.0587288960814476,0.09144441176738058,0.12698118541212308,0.8403033023713284,0,1.0711171292596393,0.09151329961087969,0.12750802321566476,0.852095816615555,0,1038.1728775501251
31,0.00031662178593400354,1.013162271394616,0.09138953671568915,0.12697138772124336,0.7948013457973415,0,1.154513782593939,0.09155253503057692,0.12752254174815283,0.9354387012129236,0,1038.2884278297424
32,0.00028782324386324626,0.9193306314093727,0.09144945027572768,0.12697273563771022,0.7009084450134347,0,1.053801989555359,0.09165725294086668,0.1275386427839597,0.8346060895529162,0,1038.237235069275
33,0.00025986403978619317,0.807444209144229,0.09157217602644648,0.12699624605122067,0.588875785246637,0,1.6119127263625463,0.09236467911137475,0.12748698575629128,1.3920610612682949,0,1038.2581322193146
34,0.00023285451590799108,0.8203735080503282,0.09489139165906679,0.12701672574593909,0.5984653924551844,0,1.1528405964374542,0.09156704660918978,0.12750386993090312,0.9337696755599205,0,1038.3289785385132
35,0.00020690126647990973,0.7072677527864774,0.09140557511931374,0.12694376643214908,0.4889184129063954,0,1.2059188220236037,0.09148849298556645,0.1275076715482606,0.9869226627362271,0,1038.2456879615784
36,0.00018210671712052948,0.6553209145863851,0.09135868794151715,0.1269292583777791,0.43703297152797627,0,1.2529735535383224,0.0914374452498224,0.1274596964319547,1.0340764065331314,0,1038.2978687286377
37,0.00015856872058862,0.6381644927320026,0.09131965474003838,0.1269080773705528,0.4199367602492289,0,1.1680345829990175,0.09141527911027272,0.12746140526400673,0.9491579002335533,0,1038.5145952701569
38,0.00013638017060300505,0.6041935641141165,0.09130374948893275,0.12690510575970013,0.3859847095221374,0,1.1946331057283612,0.09142050047715505,0.12743741853369606,0.9757751707511488,0,1038.6298246383667
39,0.00011562863523349333,0.5821411252731369,0.0912818720298154,0.12688844470041138,0.36397080624267725,0,1.1567390514744653,0.09138494879007339,0.12741217563549678,0.9379419315658096,0,1038.4128246307373
40,9.639601130971382e-05,0.5429721487419946,0.09128259597789673,0.12687192179617426,0.3248176309034729,0,1.1442876219749452,0.09135638475418091,0.12740410880910025,0.925527122306327,0,1038.3587749004364
